user_message,expected_message,generated_message
"B1: Ovire Okvare vozil: - na ljubljanski severni obvoznici zaprt vozni pas med razcepom Zadobrova in priključkom Nove Jarše proti Kosezam; - oviran promet na ljubljanski vzhodni obvoznici pred priključkom Bizovik proti Zadobrovi; - oviran promet na štajerski avtocesti med Vranskim in Šentrupertom proti Mariboru. Žival na cestišču na štajerski avtocesti ovira promet med priključkoma Slovenska Bistrica jug in Slovenska Bistrica sever proti Mariboru. Zastoji V smeri večjih mest je povečan promet zaradi jutranje prometne konice. Vreme Ponekod po Sloveniji megla v pasovih zmanjšuje vidljivost, previdno! Popolne zapore nekaterih cest zaradi poškodovanih vozišč: - Dravograd - Slovenj Gradec, v Otiškem Vrhu in Dravograd - Ravne, Poljana - Mežica - Črna na Koroškem. - Dravograd - Libeliče, pri Tribeju. - Poljana - Šentvid, Koprivna - Črna, Šoštanj - Črna, pri Črni. - Socka - Vitanje in Črnova - Vojnik pri Lembergu pri Novi Cerkvi. - Ljubljana - Litija, pri Dolu. Za tovorna vozila obvoz po avtocesti. - Kamnik - Stahovica - Kamniška Bistrica in Kamnik - Gornji Grad. - Solčava - Luče - Ljubno ob Savinji in Podlom - Kranjski Rak - Luče. Več o zaporah, na zemljevidu Slovenije. Zaprte so tudi številne druge lokalne ceste. Upoštevajte signalizacijo na vozišču. Razmere se ves čas spreminjajo. Vozniki, upoštevajte navodila dežurnih služb in ne vozite na poplavljena območja ali na zaprte ceste. Ponovno je odprta železniška povezava Celje - Velenje in Jesenice - Bohinjska Bistrica. Več. Tovorna vozila Omejitev prometa tovornih vozil, katerih največja dovoljena masa presega 7,5 tone zaradi dodatno sprejetega prostega dneva, 14. avgusta: - sobota, 12. avgust, med 8. in 13. uro, na primorskih cestah med 6. in 16. uro; - nedelja, 13. avgust med 8. in 22. uro; - ponedeljek,14. avgust, med 8. in 22. uro; - torek 15. avgust, med 8. in 22. uro; Od 12. do 15. avgusta omejitev ne bo veljala za vozila, ki sodelujejo pri odpravljanju posledic poplav. Delo na cesti Več o delovnih zaporah v prometni napovedi.","Zaradi poplav in plazov so zaprte številne državne ceste, predvsem na Štajerskem, Koroškem, v osrednji Sloveniji in Zasavju. Med drugimi so zaprte ceste:
-	Poljana-Šentvid,
-	Dravograd-Slovenj Gradec v Otiškem Vrhu,
-	Dravograd-Ravne pri Dobrijah,
-	Poljana-Mežica-Črna na Koroškem,
-	Kamnik-Stahovica-Kamniška Bistrica,
-	Ljubljana-Litija pri Dolu ter
-	Solčava-Luče-Ljubno ob Savinji.",Generation failed
"A1: Pozor! Štajerska avtocesta je odprta in ponovno prevozna med priključkoma Celje center in Slovenske Konjice proti Mariboru. B1: Nesreče Na glavni cesti Dravograd - Maribor promet poteka izmenično enosmerno pri Dravogradu. Zastoji Na gorenjski avtocesti zaradi del pri počivališču Povodje proti Karavankam, zamuda 5 - 10 minut. Na cestah Celje - Vojnik - Slovenske Konjice - Tepanje in Levec - Medlog - Celje. Delovne zapore Cesta Spodnji Hotič - Vače - Kandrše bo zaprta pri Vačah danes med 8. in 17. uro. Več o delovnih zaporah v prometni napovedi. Opozorila Predvidoma med 18. in 21. decembrom bo v nočnem času potekal izredni prevoz po regionalnih cestah iz Ljubljane proti Kopru.","Glavna cesta Dravograd-Maribor je zaradi nesreče zaprta pri Dravogradu. Štajerska avtocesta proti Mariboru je zaradi nesreče zaprta med priključkoma Celje-center in Slovenske Konjice. Nastal je zastoj, ki se začne že pred Celjem. Opozarjamo na nevarnost naleta. Za voznike osebnih vozil je obvoz po regionalni cesti Celje-Vojnik-Slovenske Konjice-Tepanje, kjer pa tudi že nastajajo zastoji. 
V isti smeri je zaradi nesreče promet oviran na odstavnem pasu pri Slovenski Bistrici. Zaradi pokvarjenega vozila je zaprt en prometni pas na koncu obalne hitre ceste iz smeri Izole proti Portorožu.",Generation failed
"B1: Zastoji Na primorski avtocesti na posameznih odsekih med Uncem in Brezovico proti Ljubljani, zamuda 30 minut. Na ljubljanski zahodni obvoznici med razcepoma Kozarje in Koseze proti Gorenjski, severni obvoznici. Na gorenjski avtocesti pred predorom Karavanke proti Avstriji, 3 km. Za Kranjsko Goro priporočamo izvoz Jesenice vzhod - Lipce. Na cesti Šmarje - Koper in Logatec - Vrhnika pri Vrhniki. Ovire Na štajerski avtocesti med priključkoma Žalec in Celje zahod proti Mariboru, pešci. Delo na cesti Napoved del za soboto 24. septembra 2022: - Na štajerski avtocesti bo do 21. ure zaprt izvoz Dramlje proti Ljubljani. - Na severni ljubljanski obvoznici bo do 23. ure zaprt izvoz Podutik iz smeri Kosez. Popolne zapore - obvozi so urejeni: - Na gorenjski avtocesti je na priključku Vodice zaprt uvoz proti Karavankam. - Ljubljana - Šentvid - Vodice, v Tacnu, do 22. decembra. - Na italijanski strani ceste čez prelaz Predel bodo nočne popolne zapore, do 17. 10., med 19. in 6. uro. Delovne zapore, povezave: ljubljanska severna obvoznica. Priredirve, popolne zapore: Škofljica - Ig, do 19. ure. Ročinj - Lig, Kanal - Lig - Mišček - Neblo, do 21.30.","Na štajerski avtocesti proti Mariboru je zaradi nesreč med Framom in razcepom Slivnica najprej zaprt vozni pas, nato pa prehitevalni pas. Voznike pozivamo, da prilagodijo hitrost vožnje in sledijo prometni signalizaciji. Na primorski avtocesti je zaradi srne, ki je zašla na vozišče, promet oviran med priključkom Brezovica in razcepom Kozarje. Na primorski avtocesti proti Ljubljani je nastal daljši zastoj med priključkom Razdrto in počivališčem Lom. Čas potovanja se podaljša za 45 minut. Voznikom osebnih vozil svetujemo obvoz po regionalni cesti Razdrto-Logatec. Na mejnem prehodu Dragonja vozniki osebnih vozil na vstop v državo čakajo več kot 2 uri, v Sečovljah do 2 uri, v Gruškovju do eno, v Starodu pa do pol ure.",Generation failed
"B1: Nesreče Na ljubljanski južni obvoznici je oviran promet pred razcepom Kozarje iz smeri Viča. Zastoji Na gorenjski avtocesti pred predorom Karavanke zastoj tovornih vozil proti Avstriji, 0,5 - 1 km. Zaradi jutranje prometne konice je povečan in upočasnjen promet v smeri večjih mest. Zastoji že nastajajo proti Ljubljani iz smeri Štajerske, Dolenjske in Kočevja. Vreme Popolne zapore zaradi poplav in zemeljskih plazov: - Most na Soči - Tolmin, pri Modreju. - Cesta Laško - Šentjur, v Laškem na Trubarjevem nabrežju. - Prelaz Korensko sedlo na avstrijski strani. - Grgelj - Fara, na več odsekih. - Petrina - Grivac - Mirtoviči, pri Gladloki. - Rateče - Planica. - Hrastnik - Zidani Most. Na cesti čez prelaz Vršič je obvezna zimska oprema. Na cesti Železniki - Most na Soči, med Knežo in Podbrdom je prepovedan promet za tovorna vozila. Zaprte so še številne ostale ceste, več na zemljevidu. Delo na cesti Do 6. novembra bo zaradi del pri Topolšici zaprta cesta Šentvid - Šoštanj. Prehajanje skozi zaporo bo omogočeno med 6. in 8. uro ter med 13. in 15. uro. Na gorenjski avtocesti v predoru Karavanke bo 7. in 9. novembra, med 8. in 16. uro promet potekal izmenično enosmerno, s čakanjem pred predorom. Več o delovnih zaporah v prometni napovedi.","Pred predorom Karavanke je kilometer dolg zastoj tovornih vozil proti Avstriji. Zaradi poplav in zemeljskih plazov so po državi zaprte številne ceste. Med drugim:
-	Šentjur-Laško v Laškem,
-	Most na Soči-Tolmin pri Modreju,
-	Rateče-Planica ter
-	cesta čez prelaz Korensko sedlo na avstrijski strani.",Generation failed
"B1: Zastoji Na štajerski avtocesti pred Slivnico proti Ljubljani, Na primorski avtocesti od Brezovice proti Ljubljani. Na južni ljubljanski obvoznici v razcepu Kozarje in naprej do počivališča Barje proti Dolenjski. Delo na cesti Gorenjska: - Danes bo promet skozi predor Karavanke, do 16. ure, potekal izmenično enosmerno. - Danes ponoči bo zaprt predor Šentvid proti Kranju med 20. in 5. uro. Štajerska avtocesta bo zaprta med Blagovico in Vranskim proti Mariboru od sobote, 11. novembra, od 12. ure do ponedeljka, 13. novembra, do 6. ure. Promet bo preusmerjen na regionalno cesto Blagovica - Vransko. Na priključku Trojane bosta zaprta uvoza v obe smeri. Regionalna cesta Slovenj Gradec - Mislinjska Dobrava bo zaprta med odcepom za Stari trg in Podgorjem, od 11. novembra od 7. ure, do 12. novembra do 17. ure. Cesta Gaber - Uršna sela - Novo mesto bo zaprta od sobote, 11. novembra, od 7. ure do nedelje, 12. novembra, do 19. ure. Več o delovnih zaporah v prometni napovedi. Vreme Popolni zapori zaradi poplav in zemeljskih plazov: - Most na Soči - Tolmin, pri Modreju. - Rateče - Planica. Na cesti čez prelaz Vršič je obvezna zimska oprema. Na cesti Železniki - Most na Soči, med Knežo in Podbrdom je prepovedan promet za tovorna vozila. Zaprte so še številne ostale ceste, več na zemljevidu.","Na južni ljubljanski obvoznici proti Novemu mestu je zaradi del zaprt vozni pas med priključkom Vič in počivališčem Barje. Nastal je zastoj, ki sega na primorsko avtocesto do Brezovice. Čas vožnje se podaljša za približno 15 minut. Zaradi del bo do 16-ih promet skozi predor Karavanke urejen izmenično enosmerno.",Generation failed
"B1: Ovire Na gorenjski avtocesti je zaprt izvoz Šmartno iz smeri Ljubljane zaradi blata na vozišču. Nesreče Zaprta je cesta Rogaška Slatina - Rogatec, pri Spodnjem Sečovem. Na cesti Domžale - Trzin, pri Domžalah je polovična zapora. Nastal je zastoj. Zastoji Promet je zaradi jutranje prometne konice povečan na cestah, ki vodijo v mestna središča ter na mestnih obvoznicah. Vreme Ponekod megla v pasovih zmanjšuje vidljivost. Delovne zapore Avtoceste: - V nočeh na sredo, četrtek in petek, do 22. 11., bo vsako noč predvidoma med 21. uro in 5. uro popolna zapora dolenjske avtoceste med priključkom Šmarje Sap in razcepom Malence proti Ljubljani. - Na primorski avtocesti med Brezovico in Vrhniko proti Kopru bo od sobote, 16. 11. od 12. ure, do nedelje, 17. 11. do 22. ure, zaprt vozni pas. - Od sobote, 16. 11. od 14. ure, do ponedeljka, 18. 11. do 5. ure, bo zaprta primorska avtocesta med Črnim Kalom in Srminom, v predoru Dekani, proti Kopru. Ostale ceste: - Na glavni cesti Litija - Zagorje bodo pri Šklendrovcu popolne zapore do vključno sobote, 16. novembra, vsak dan med 8. in 17. uro. - Cesta Celje - Krško bo med Radečami in Boštanjem, pri Vrhovem zaprta od 9. ure do nedelje, do 19. ure. - Cesta Mrzli Studenec - Jereka bo zaprta predvidoma do 20. 11. Več o delovnih zaporah v prometni napovedi. Opozorila Zakon o pravilih cestnega prometa določa, da morajo biti motorna in priklopna vozila na slovenskih cestah od 15. novembra do 15. marca in v zimskih razmerah opremljena s predpisano zimsko opremo.","Na štajerski avtocesti je zaradi prometne nesreče promet oviran na pospeševalnem pasu počivališča Tepanje med Slovenskimi Konjicami in Slovensko Bistrico proti Mariboru. Ponekod po državi megla v pasovih zmanjšuje vidljivost. Voznikom svetujemo, da prilagodijo hitrost vožnje in povečajo varnostno razdaljo. Od danes do 15. marca morajo biti motorna in priklopna vozila na slovenskih cestah opremljena s predpisano zimsko opremo.",Generation failed
"B1: Delovne zapore Vipavska hitra cesta bo zaprta med razcepom Nanos in Vipavo proti Vrtojbi od sobote od 7.30, do nedelje do 20. ure. Obvoz bo po regionalni cesti Razdrto - Vipava. Cesta Litija - Zagorje bo zaprta pri Šklendrovcu vsak dan med 8. in 17. uro do sobote, 14. decembra. Cesta Črnolica - Lesično bo zaprta med Črnolico in Gorico pri Slivnici Slivnici od sobote od 7. ure, do nedelje do 16. ure. Cesta Grosuplje - Mlačevo - Rašica bo zaprta zaradi obnove mostu pri Malem Mlačevem v soboto med 7. in 14. uro. Več o delovnih zaporah v prometni napovedi. Izredni prevoz Do sobote bo vsako noč potekal izredni prevoz po regionalnih cestah med Ljubljano in Koprom. Več na povezavi.",Zaradi nesreče je promet oviran na pomurski avtocesti pred razcepom Dragučova proti Mariboru. Na gorenjski avtocesti je pred priključkom Kranj-vzhod promet proti Karavankam oviran zaradi pokvarjenega vozila. Na glavni cesti Žalec-Velenje so odstranili posledice nesreče na nadvozu čez avtocesto. Tudi zastojev tam ni več.,Generation failed
"B1: Zastoji Na gorenjski avtocesti pred predorom Karavanke proti Avstriji, 3 kilometre. Predor zaradi varnosti občasno zapirajo. Za Kranjsko Goro uporabite izvoz Jesenice vzhod, Lipce. Primorska avtocesta: - na posameznih odsekih med Postojno in Ljubljano, zamuda 30 - 35 minut; - z ljubljanske južne in zahodne obvoznice od razcepa Kozarje proti Brezovici in naprej proti Vrhniki. Na cesti Logatec - Vrhnika. Ovire Predmet na cestišču na dolenjski avtocesti med priključkoma Ivančna Gorica in Bič proti Novemu mestu. Delo na cesti Regionalna cesta Sneberje - Nove Jarše bo na Šmartinski cesti med križiščem za Šmartno in Snebersko cesto zaradi rekonstrukcije zaprta od 13. junija do 31. avgusta. Obvoz bo po avtocesti med Novimi Jaršami in Sneberjem, tudi za vozila brez vinjete. Cesta Ljubljana, Šentvid - Vodice bo v Tacnu na Cesti vstaje zaprta do 11. 6. 2023. Obvoz je po gorenjski avtocesti tudi za vozila brez vinjete, vendar samo med priključkoma Brod in Šmartno v obe smeri. Cesta Trate - Gornja Radgona bo zaprta med Žiberci in Črnci do nedelje do 8. ure. Cesta Lipnica - Gobovce bo v Podnartu zaprta v soboto, 10. 6. 2023, med 5. in 19. uro. Regionalna cesta Kubed - Gračišče bo v ponedeljek, 12. 6. 2023, zaprta med 7. do 19. ure. Obvoz: Galantiči - Sv. Anton - Bertoki - Srmin - Rižana in obratno. Več o delovnih zaporah v prometni napovedi. Prireditve Kolesarski maraton Franja bo ta konec tedna. V osrednji Sloveniji in na Gorenjskem bodo zapore nekaterih cest 10. in 11. junija.","Zastoji so na glavnih cestah Šmarje-Koper in Metlika-Novo mesto. Zastoji so tudi na zahodni ljubljanski obvoznici v obe smer ter na južni ljubljanski obvoznici proti Dolenjski. Na primorski avtocesti je daljši zastoj od Postojne proti Ljubljani. Čas potovanja se podaljša za približno 45 minut. V zastoju je zaradi nesreče zaprt vozni pas pred počivališčem Ravbarkomanda. Vozniki osebnih vozil se lahko na izvozu Postojna preusmerijo na regionalno cesto do Ljubljane. 
 
Na glavni cesti Trzin-Črnuče je zaradi nesreče promet oviran na trzinski obvoznici proti Ljubljani. Na štajerski avtocesti proti Mariboru je zaradi pokvarjenega tovornjaka zaprt pas za počasna vozila pred predorom Podmilj. Pred predorom Karavanke je 3 kilometre dolg zastoj proti Avstriji.",Generation failed
"B1: Nesreče Na štajerski avtocesti je oviran promet od priključka Celje vzhod proti počivališču Zima. Omejitve za tovorna vozila Po Sloveniji velja med prazniki omejitev za tovorna vozila z največjo dovoljeno maso nad 7,5 ton: - danes do 22. ure; - v nedeljo, 2. januarja, od 8. do 22. ure. Od 30. decembra je v veljavi sprememba omejitve za tovorna vozila nad 7,5 ton. Več.",Na štajerski avtocesti proti Mariboru je zaradi nesreče oviran promet med priključkom Celje-vzhod in počivališčem Zima. Zaradi del je na vzhodni mariborski obvoznici v obe smeri zaprt prehitevalni pas med razcepom Dragučova in priključkom Pesnica.,Generation failed
"B1: Ovire Na primorski avtocesti je zaradi okvare vozila zaprt počasni pas med razcepom Gabrk in priključkom Senožeče proti Ljubljani. Delo na cesti V Ljubljani bo do nedelje, 7. 1. 2024, popolna zapora Dunajske ceste, zaradi rušenja železniškega nadvoza pri glavni železniški postaji. Obvoz je urejen po Samovi, Drenikovi, Celovški in Tivolski cesti. Cesta Litija - Zagorje bo pri Šklendrovcu zaprta v soboto, 6. 1., med 7.30 in 17. uro. Več o delovnih zaporah v prometni napovedi. Vreme Na cesti čez prelaz Vršič so obvezne verige.","Na štajerski avtocesti proti Ljubljani je zaradi pokvarjenega tovornjaka zaprt pas za počasna vozila med Slovensko Bistrico in Slovenskimi Konjicami. V Ljubljani bo do nedelje zaprta Dunajska cesta med Vilharjevo in Tivolsko cesto v obe smeri. Obvoz bo po Samovi, Drenikovi, Celovški in Tivolski cesti. Pričakovati je zastoje.",Generation failed
"B1: Nesreče Na cesti Ljutomer - Savci - Ptuj, pri Ptuju, na Dornavski cesti promet poteka izmenično enosmerno. Ovire Okvarjeno vozilo ovira promet na zahodni ljubljanski obvoznici pred razcepom Kozarje proti Kozarjam. Delo na cesti Na cesti Lesce - Bled, na Bledu, na Cesti svobode bo nocoj popolna zapora med 22. in 5. uro zjutraj. Na Ljubljanski cesti pa promet potekala izmenično enosmerno med 6. in 18. uro, predvidoma do 21. 4. Pričakujemo zastoje. Na primorski hitri cesti promet skozi predor Markovec poteka po eni cevi predora dvosmerno, predvidoma do 29. 3. Na kraku vzhodne mariborske obvoznice in na kraku pomurske avtoceste na razcepu Dragučova bo od danes dalje promet potekal samo po enem prometnem pasu v obe smeri. Na štajerski avtocesti bo v torek med 20. in 24. uro skozi trojanske predore proti Mariboru promet potekal po enem prometnem pasu. Več o delovnih zaporah v prometni napovedi. Vreme Cesta čez prelaz Vršič je zaprta zaradi zimskih razmer.",Na dolenjski avtocesti je zaradi pokvarjenega vozila oviran promet pred priključkom Drnovo proti Obrežju. Na obalni hitri cesti promet zaradi del skozi predor Markovec poteka dvosmerno po polovici avtoceste. Povožena žival ovira promet na primorski avtocesti pred Črnim Kalom proti Ljubljani.,Generation failed
"B1: Nesreče Na cesti Ljubljana - Kočevje je pri Rašici promet urejen izmenično enosmerno. Delo na cesti Vipavska hitra cesta bo med Ajdovščino in Selom proti Italiji zaprta od petka, 24. februarja, od 18. ure do ponedeljka, 27. februarja, do 5. ure. Zaprta bosta tudi uvoz Ajdovščina in izvoz Selo proti Italiji. Obvoz bo po vzporedni regionalni cesti. Glavna cesta Velenje - Slovenj Gradec bo zaprta med Pako in Gornjim Doličem od sobote od 7. ure do nedelje do 19. ure. Obvozi bodo urejeni. Cesta Litija - Zagorje bo zaradi izgradnje galerije zaprta pri Šklendrovcu do 25. februarja, vsak dan med 7:30 in 13:30 ter nato še vsako soboto do septembra 2023. Več o delovnih zaporah v prometni napovedi.",Gost promet z zastoji je na primorski avtocesti od Brezovice proti Ljubljani ter naprej na celotni ljubljanski južni obvoznici proti Dolenjski. Zaradi prometne nesreče je na primorski avtocesti zaprt prehitevalni pas med predorom Kastelec in priključkom Kozina proti Ljubljani. Na dolenjski avtocesti proti Obrežju je zaradi pokvarjenega vozila oviran promet med priključkoma Ivančna Gorica in Bič.,Generation failed
"B1: Vreme Cesta čez prelaz Vršič je prevozna samo za osebna vozila. Dela Na gorenjski avtocesti bo promet skozi predor Karavanke urejen izmenično enosmerno s čakanjem pred predorom 30 minut, med 8. in 16. uro: 2., 3., 6., 8., 9. in 10. marca. Na primorski avtocesti bo od jutri, predvidoma do konca marca, promet med razcepom Srmin in priključkom Črni Kal potekal po enem pasu v vsako smer. Zaprt bo razcep Srmin iz smeri Škofij proti Ljubljani ter priključek Luka Koper. Obvoz iz smeri Škofij proti Ljubljani bo preko priključka Bertoki.",Na štajerski avtocesti promet med Slovensko Bistrico in Slovenskimi Konjicami ni več oviran. Tudi zastoj proti Ljubljani se zmanjšuje. Do 16-ih bo promet skozi predor Karavanke urejen izmenično enosmerno.,Generation failed
"B1: Zastoji Proti Primorski: - na gorenjski avtocesti med Šentvidom in Kosezami proti Kozarjam, občasno zapirajo predor Šentvid; - na ljubljanski zahodni obvoznici med Kosezami in Kozarjami proti Brezovici; - na ljubljanski vzhodni obvoznici med Bizovikom in Malencami iz smeri Zadobrove; - na ljubljanski južni obvoznici med Malencami in Kozarjami proti Brezovici; - na dolenjski avtocesti med predorom Mali Vrh in razcepom Malence proti Rudniku; - na primorski avtocesti med Kozarjami in Vrhniko proti Kopru ter med Uncem in Postojno proti Kopru. Na mariborski vzhodni obvoznici med priključkom Maribor center in razcepom Dragučova v obe smeri. Zamuda iz smeri Šentilja proti Slivnici približno 15 minut, v obratni smeri približno 10 minut. Na hitri cesti Škofije - Koper med Bertoki in Koprom. Na cestah Ljubljana - Brezovica - Vrhnika pred Brezovico in pred Vrhniko, Lesce - Bled in Šmarje - Koper. Ovire Okvare vozil, oviran promet: - na primorski avtocesti med Divačo in Kozino proti Kopru; - na gorenjski avtocesti pred Kranjem vzhod proti Ljubljani; - na mariborski vzhodni obvoznici med Dragučovo in predorom Vodole proti Slivnici. Delo na cesti Na štajerski avtocesti promet poteka po dveh zoženih pasovih med Blagovico in Krtino proti Mariboru, predvidoma do konca avgusta. Na južni ljubljanski obvoznici bo od danes dalje v obe smeri zaprt bencinski servis Barje, predvidoma 6 mesecev. Več o delovnih zaporah v prometni napovedi.","Zastoji so še vedno na celotni južni in zahodni ljubljanski obvoznici proti Brezovici ter naprej na primorski avtocesti do Vrhnike. Čas potovanja se na obeh odsekih podaljša za več kot pol ure. Zastoji so tudi na vzhodni mariborski obvoznici med priključkom Maribor-center in razcepom Dragučova v obe smeri ter na cestah Lucija-Strunjan, Šmarje-Koper in Lesce-Bled. Na štajerski avtocesti proti Ljubljani je zaradi pokvarjenega tovornjaka promet oviran med Vranskim in Trojanami pred predorom Jasovnik.",Generation failed
"B1: Delo na cesti Nocoj bo na ljubljanski severni obvoznici, predvidoma med 23. in 24. uro, pol urna popolna zapora med Novimi Jaršami in Zadobrovo proti Sneberjam in Zaloško cesto, zaradi postavitve portala. Popolne zapore: - Velenje - Graška Gora - Šmiklavž, popolna zapora pri Plešivcu zaradi obnove cestišča do 15. 11. 2023. V torek, 3. oktobra, zjutraj bodo ob 5:30 zaprli prehitevalni pas na primorski avtocesti med Senožečami in Gabrkom proti Kopru zaradi nujnega popravila vozišča. Zapora je predvidena do srede do 22. ure. Pričakujemo zastoje. Na gorenjski avtocesti bo ta teden v nočeh na sredo in četrtek med 20. in 5. uro promet skozi predor Karavanke potekal izmenično enosmerno. Predvidena čakalna doba pred predorom 30 minut. Več o delovnih zaporah v prometni napovedi.",Glavna cesta Tržič-Ljubelj je zaradi nesreče zaprta pri Tržiču. Obvoz je po lokalnih cestah. Na regionalni cesti Kranj-Škofja Loka pa je zaradi nesreče promet oviran v Srednjih Bítnjah.,Generation failed
"B1: Zastoji Pred predorom Karavanke je zastoj proti Avstriji, približno 4,5 km, občasno ga kratkotrajno zapirajo zaradi nadzora na avstrijski strani. Tisti namenjeni proti Kranjski Gori lahko uporabijo izvoz Jesenice vzhod. Delo na cesti Cesta Ljubljana - Zadvor, v Sostrem, Litijska cesta bo zaprta predvidoma do 9. marca. Cesta Podtabor - Ljubelj je zaprta v Tržiču pri predorih. Čez prelaz Ljubelj proti Avstriji je dovoljeno samo za lokalni promet. Iz smeri Avstrije proti Sloveniji je promet možen do Podljubelja. Več o delovnih zaporah v prometni napovedi. Prireditve V nedeljo, 8. 1., bo med 11. in 14. uro bo zaprta regionalna cesta Lipnica – Kropa – Rudno, med odcepom za Lajše in Rudno. Obvoz bo urejen po lokalni cesti. Zaradi športnih prireditev je možnost povečanega prometa danes in jutri, 7. in 8. 1., na cesti iz Jesenic proti Kranjski Gori in na cesti proti Pokljuki. Opozorila S 1. januarjem 2023 ni več mejnega nadzora na meji s Hrvaško. Vozite previdno, saj se na prehodih še vedno lahko pojavijo počasna ali stoječa vozila.",Pred predorom Karavanke je 3 kilometre dolg zastoj proti Avstriji. Za pot proti Kranjski Gori priporočamo izvoz Jesenice-vzhod. Na pomurski avtocesti proti Mariboru je zaradi pokvarjenega vozila promet oviran med priključkom Sveta Trojica in počivališčem Lormanje.,Generation failed
"B1: Nesreče Na gorenjski avtocesti zaprt prehitevalni pas pred priključkom Naklo proti Ljubljani. Nastal je zastoj, zamuda 10 - 15 minut. Zastoji Na gorenjski avtocesti pred predorom Karavanke proti Avstriji, 2 kilometra. Proti Avstriji predor občasno zapirajo. Uvoz Jesenice zahod je zaprt proti Avstriji, na izvozu Jesenice vzhod iz smeri Ljubljane pa je dovoljen samo lokalni promet. Za pot proti Jesenicam in Kranjski Gori priporočamo izvoz Jesenice vzhod, Lipce. Mejni prehodi Čakalna doba: Starod, Obrežje in Gruškovje. Delo na cesti Na ljubljanski severni obvoznici potekajo dela med Zadobrovo in Tomačevim. Popolne zapore, več: - Cesta Hrastnik - Zidani Most bo pri Zidanem Mostu zaprta, od 26. avgusta, od 6. ure, do 30. avgusta zaradi del na železniškem prehodu. Obvoz po cesti preko Marnega. - Na cesti Kranj – Jeprca bo od 3. 9. do 17. 9. popolna zapora. Obvoz bo urejen.","Na južni ljubljanski obvoznici promet  proti  primorski avtocesti ni več oviran zaradi prometne nesreče  pri počivališču Barje. Še vedno je tam daljši zastoj, ki sega do priključka Rudnik. Čas potovanja se tam podaljša za približno 20 minut.
Promet proti Primorski je upočasnjen tudi na  zahodni ljubljanski obvoznici. Na primorski avtocesti je proti Ljubljani zgoščen promet na posameznih odsekih med Logatcem in Brezovico. Na gorenjski avtocesti je pred predorom Karavanke  4 kilometre dolg zastoj proti Avstriji. Voznikom, namenjenim proti Kranjski Gori ali Jesenicam, priporočamo izvoz Jesenice-vzhod ali pa že izvoz Lesce. Promet je upočasnjen tudi na cestah Šmarje - Koper, Starod - Kozina pred Kozino in Lesce - Bled. Na mejnem prehodu Gruškovje vozniki osebnih vozil na vstop v državo čakajo uro in pol,  na Obrežju in v Jelšanah   pa do pol ure.",Generation failed
"B1: Nesreče Na cesti Maribor - Dravograd na Muti promet poteka izmenično enosmerno. Na cesti Planina - Logatec je pri Lipljah promet urejen izmenično enosmerno. Zastoji Upočasnjen promet na primorski avtocesti med Vrhniko in Ljubljano. Na podravski avtocesti med Zaklom in mejnim prehodom Gruškovje proti Hrvaški, 1 kilometer in pol. Ovire Na pomurski avtocesti je med priključkoma Sveti Jurij ob Ščavnici in Vučja vas zaradi grbine na voznem pasu oviran promet in omejitev hitrosti na 80 km/h. Mejni prehodi Čakalna doba je na mejnih prehodih Jelšane, Metlika, Gruškovje, Zgornji Leskovec. Delo na cesti Na severni ljubljanski obvoznici je zaradi asfaltiranja na nadvozu do predvidoma 20. 7. 2022 na priključku Podutik iz obeh smeri zaprt izvoz na Podutiško cesto. Na gorenjski avtocesti bo prihodnji teden, v noči na sredo, promet skozi predor Karavanke med 20. in 5. uro potekal izmenično enosmerno. Čakanje na prosto smer vožnje bo 30 minut.","Na primorski avtocesti proti Ljubljani je zaradi prometne nesreče oviran promet med Postojno in Uncem. Nastal je 3 kilometre dolg zastoj. Opozarjamo na nevarnost naleta.
V isti smeri promet med Uncem in Vrhniko poteka v koloni. Potovalni čas se podaljša za približno pol ure.
Proti Kopru je gost promet z zastoji med Ljubljano in Vrhniko. Glavna cesta Velenje-Čŕnova je zaradi prometne nesreče zaprta v Velenju na Celjski cesti. Na mejnih prehodih Gruškovje in Sečovlje vozniki osebnih vozil na izstop iz Slovenije čakajo do 2 uri, v Jelšanah, Starodu, Metliki, Dobovcu, Vinici in na Dragonji pa do pol ure.",Generation failed
"B1: Nesreče Na glavni cesti Šenčur - Kranj, pri avtocestnem priključku Kranj vzhod, promet poteka izmenično enosmerno. Na cesti Črnuče - Tomačevo, v križišču z Brnčičevo ulico proti Ljubljani, oviran promet. Zastoji Na cesti Trzin - Črnuče - Tomačevo. Ovire Na štajerski avtocesti na izvozu Lukovica iz smeri Maribora je oviran promet zaradi parkiranih tovornih vozil. Dela Danes med 8. in 15. uro bo promet na gorenjski avtocesti potekal po enem pasu med Vodicami in Brnikom proti Jesenicam. V petek, 14. 1., pa med Brnikom in Vodicami proti Ljubljani. Vreme Zaradi zimskih razmer je zaprta cesta čez prelaz Vršič.",Na štajerski avtocesti proti Ljubljani je na izvozu Lukovica promet oviran zaradi parkiranih tovornih vozil. Zaradi zimskih razmer je zaprta cesta čez prelaz Vršič.,Generation failed
